,School,Date,Venue,Opponent,Result/Line
657,Providence,1-29,A,Villanova,W
658,Providence,2-01,A,Xavier,L
659,Providence,2-08,H,Georgetown,W
660,Providence,2-11,A,St. John's,L
661,Providence,2-14,H,Creighton,W
662,Providence,2-18,H,Villanova,W
663,Providence,2-22,A,Connecticut,L
664,Providence,2-26,A,Georgetown,W
665,Providence,3-01,H,Xavier,L
666,Providence,3-04,H,Seton Hall,L
667,Providence,3-09,N,Connecticut,L
668,Ohio St.,11-07,H,Robert Morris,W
669,Ohio St.,11-10,H,Charleston Southern,W
670,Ohio St.,11-16,H,Eastern Illinois,W
671,Ohio St.,11-21,N,San Diego St.,L
672,Ohio St.,11-22,N,Cincinnati,W
673,Ohio St.,11-23,N,Texas Tech,W
674,Ohio St.,11-30,A,Duke,L
675,Ohio St.,12-03,H,St. Francis PA,W
676,Ohio St.,12-08,H,Rutgers,W
677,Ohio St.,12-17,N,North Carolina,L
678,Ohio St.,12-21,H,Maine,W
679,Ohio St.,12-29,H,Alabama A&M,W
680,Ohio St.,1-01,A,Northwestern,W
681,Ohio St.,1-05,H,Purdue,L
682,Ohio St.,1-08,A,Maryland,L
683,Ohio St.,1-12,H,Minnesota,L
684,Ohio St.,1-15,A,Rutgers,L
685,Ohio St.,1-18,A,Nebraska,L
686,Ohio St.,1-21,H,Iowa,W
687,Ohio St.,1-24,A,Illinois,L
688,Ohio St.,1-28,A,Indiana,L
689,Ohio St.,2-02,H,Wisconsin,L
690,Ohio St.,2-05,A,Michigan,L
691,Ohio St.,2-09,H,Northwestern,L
692,Ohio St.,2-12,H,Michigan St.,L
693,Ohio St.,2-16,A,Iowa,L
694,Ohio St.,2-19,A,Purdue,L
695,Ohio St.,2-23,H,Penn St.,L
696,Ohio St.,2-26,H,Illinois,W
697,Ohio St.,3-01,H,Maryland,W
698,Ohio St.,3-04,A,Michigan St.,L
699,Ohio St.,3-08,N,Wisconsin,W
700,Ohio St.,3-09,N,Iowa,W
701,Ohio St.,3-10,N,Michigan St.,W
702,Ohio St.,3-11,N,Purdue,L
703,Vanderbilt,11-07,H,Memphis,L
704,Vanderbilt,11-11,H,Southern Miss,L
705,Vanderbilt,11-15,A,Temple,W
706,Vanderbilt,11-18,H,Morehead St.,W
707,Vanderbilt,11-23,N,Saint Mary's,L
708,Vanderbilt,11-24,N,Fresno St.,W
709,Vanderbilt,11-30,A,VCU,L
710,Vanderbilt,12-03,H,Wofford,W
711,Vanderbilt,12-07,H,Pittsburgh,W
712,Vanderbilt,12-09,H,Grambling St.,L
713,Vanderbilt,12-17,N,North Carolina St.,L
714,Vanderbilt,12-22,H,Alabama A&M,W
715,Vanderbilt,12-30,H,Southeastern Louisiana,W
716,Vanderbilt,1-03,H,South Carolina,W
717,Vanderbilt,1-07,A,Missouri,L
718,Vanderbilt,1-10,A,Tennessee,L
719,Vanderbilt,1-14,H,Arkansas,W
720,Vanderbilt,1-17,H,Alabama,L
721,Vanderbilt,1-21,A,Georgia,W
722,Vanderbilt,1-24,H,Kentucky,L
723,Vanderbilt,1-28,A,Texas A&M,L
724,Vanderbilt,1-31,A,Alabama,L
725,Vanderbilt,2-04,H,Mississippi,W
726,Vanderbilt,2-08,H,Tennessee,W
727,Vanderbilt,2-11,A,Florida,W
728,Vanderbilt,2-14,A,South Carolina,W
729,Vanderbilt,2-18,H,Auburn,W
730,Vanderbilt,2-22,A,LSU,L
731,Vanderbilt,2-25,H,Florida,W
732,Vanderbilt,3-01,A,Kentucky,W
733,Vanderbilt,3-04,H,Mississippi St.,W
734,Vanderbilt,3-09,N,LSU,W
735,Vanderbilt,3-10,N,Kentucky,W
736,Vanderbilt,3-11,N,Texas A&M,L
737,Vanderbilt,3-14,H,Yale,W
738,Texas A&M,11-07,H,Louisiana Monroe,W
739,Texas A&M,11-11,H,Abilene Christian,W
740,Texas A&M,11-17,N,Murray St.,L
741,Texas A&M,11-18,N,Colorado,L
742,Texas A&M,11-20,N,Loyola Chicago,W
743,Texas A&M,11-25,A,DePaul,W
744,Texas A&M,11-30,H,SMU,W
745,Texas A&M,12-03,N,Boise St.,L
746,Texas A&M,12-11,H,Oregon St.,W
747,Texas A&M,12-17,A,Memphis,L
748,Texas A&M,12-20,H,Wofford,L
749,Texas A&M,12-27,H,Northwestern St.,W
750,Texas A&M,12-30,H,Prairie View A&M,W
751,Texas A&M,1-04,A,Florida,W
752,Texas A&M,1-07,H,LSU,W
753,Texas A&M,1-11,H,Missouri,W
754,Texas A&M,1-14,A,South Carolina,W
755,Texas A&M,1-18,H,Florida,W
756,Texas A&M,1-21,A,Kentucky,L
757,Texas A&M,1-25,A,Auburn,W
758,Texas A&M,1-28,H,Vanderbilt,W
759,Texas A&M,1-31,A,Arkansas,L
760,Texas A&M,2-04,H,Georgia,W
761,Texas A&M,2-07,H,Auburn,W
762,Texas A&M,2-11,A,LSU,W
763,Texas A&M,2-15,H,Arkansas,W
764,Texas A&M,2-18,A,Missouri,W
765,Texas A&M,2-21,H,Tennessee,W
766,Texas A&M,2-25,A,Mississippi St.,L
767,Texas A&M,2-28,A,Mississippi,W
768,Texas A&M,3-04,H,Alabama,W
769,Texas A&M,3-10,N,Arkansas,W
770,Texas A&M,3-11,N,Vanderbilt,W
771,Texas A&M,3-12,N,Alabama,L
772,New Mexico,11-07,H,Southern Utah,W
773,New Mexico,11-11,H,South Alabama,W
774,New Mexico,11-15,A,SMU,W
775,New Mexico,11-25,H,Jacksonville St.,W
776,New Mexico,11-26,H,North Dakota St.,W
777,New Mexico,11-27,H,Northern Colorado,W
778,New Mexico,11-30,A,Saint Mary's,W
779,New Mexico,12-06,H,Western New Mexico,W
780,New Mexico,12-10,H,UTSA,W
781,New Mexico,12-12,N,San Francisco,W
782,New Mexico,12-18,H,Iona,W
783,New Mexico,12-20,H,Prairie View A&M,W
784,New Mexico,12-28,H,Colorado St.,W
785,New Mexico,12-31,A,Wyoming,W
786,New Mexico,1-03,A,Fresno St.,L
787,New Mexico,1-07,H,UNLV,L
788,New Mexico,1-09,H,Oral Roberts,W
789,New Mexico,1-14,A,San Diego St.,W
790,New Mexico,1-17,H,San Jose St.,W
791,New Mexico,1-20,H,Boise St.,W
792,New Mexico,1-23,A,Nevada,L
793,New Mexico,1-27,H,Air Force,W
794,New Mexico,2-01,A,Utah St.,L
795,New Mexico,2-07,H,Nevada,L
796,New Mexico,2-10,A,Air Force,L
797,New Mexico,2-14,H,Wyoming,L
798,New Mexico,2-17,A,San Jose St.,W
799,New Mexico,2-22,A,Boise St.,L
800,New Mexico,2-25,H,San Diego St.,L
801,New Mexico,2-28,H,Fresno St.,W
802,New Mexico,3-03,A,Colorado St.,L
803,New Mexico,3-08,N,Wyoming,W
804,New Mexico,3-09,N,Utah St.,L
805,New Mexico,3-15,H,Utah Valley,L
806,Stanford,11-07,H,Pacific,W
807,Stanford,11-11,N,Wisconsin,L
808,Stanford,11-15,H,San Diego St.,L
809,Stanford,11-18,H,Cal Poly,W
810,Stanford,11-24,N,Mississippi,L
811,Stanford,11-25,N,Florida St.,W
812,Stanford,11-27,N,Memphis,L
813,Stanford,12-01,H,UCLA,L
814,Stanford,12-04,A,Arizona St.,L
815,Stanford,12-16,H,Green Bay,W
816,Stanford,12-18,N,Texas,L
817,Stanford,12-22,N,Loyola Chicago,W
818,Stanford,12-29,H,Colorado,L
819,Stanford,12-31,H,Utah,L
820,Stanford,1-06,A,California,L
821,Stanford,1-12,A,Washington,L
822,Stanford,1-14,A,Washington St.,L
823,Stanford,1-19,H,Oregon St.,W
824,Stanford,1-21,H,Oregon,W
825,Stanford,1-25,H,Chicago St.,W
826,Stanford,1-28,H,California,W
827,Stanford,2-02,A,Utah,W
828,Stanford,2-05,A,Colorado,L
829,Stanford,2-09,H,Arizona St.,L
830,Stanford,2-11,H,Arizona,W
831,Stanford,2-16,A,UCLA,L
832,Stanford,2-18,A,USC,L
833,Stanford,2-23,H,Washington St.,L
834,Stanford,2-26,H,Washington,W
835,Stanford,3-02,A,Oregon St.,W
836,Stanford,3-04,A,Oregon,L
837,Stanford,3-08,N,Utah,W
838,Stanford,3-09,N,Arizona,L
839,Creighton,11-07,H,St. Thomas,W
840,Creighton,11-10,H,North Dakota,W
841,Creighton,11-14,H,Holy Cross,W
842,Creighton,11-17,H,UC Riverside,W
843,Creighton,11-21,N,Texas Tech,W
844,Creighton,11-22,N,Arkansas,W
845,Creighton,11-23,N,Arizona,L
846,Creighton,12-01,A,Texas,L
847,Creighton,12-04,H,Nebraska,L
848,Creighton,12-10,N,BYU,L
849,Creighton,12-12,N,Arizona St.,L
850,Creighton,12-16,A,Marquette,L
851,Creighton,12-22,H,Butler,W
852,Creighton,12-25,H,DePaul,W
853,Creighton,1-03,H,Seton Hall,W
854,Creighton,1-07,A,Connecticut,L
855,Creighton,1-11,A,Xavier,L
856,Creighton,1-14,H,Providence,W
857,Creighton,1-17,A,Butler,W
858,Creighton,1-25,H,St. John's,W
859,Creighton,1-28,H,Xavier,W
860,Creighton,2-01,A,Georgetown,W
861,Creighton,2-04,H,Villanova,W
862,Creighton,2-08,A,Seton Hall,W
863,Creighton,2-11,H,Connecticut,W
864,Creighton,2-14,A,Providence,L
865,Creighton,2-18,A,St. John's,W
866,Creighton,2-21,H,Marquette,L
867,Creighton,2-25,A,Villanova,L
868,Creighton,3-01,H,Georgetown,W
869,Creighton,3-04,A,DePaul,W
870,Creighton,3-09,N,Villanova,W
871,Creighton,3-10,N,Xavier,L
872,Oregon,11-07,H,Florida A&M,W
873,Oregon,11-11,H,UC Irvine,L
874,Oregon,11-15,H,Montana St.,W
875,Oregon,11-20,H,Houston,L
876,Oregon,11-24,N,Connecticut,L
877,Oregon,11-25,N,Michigan St.,L
878,Oregon,11-27,N,Villanova,W
879,Oregon,12-01,H,Washington St.,W
880,Oregon,12-04,A,UCLA,L
881,Oregon,12-10,H,Nevada,W
882,Oregon,12-14,H,UC Riverside,W
883,Oregon,12-17,H,Portland,W
884,Oregon,12-20,H,Utah Valley,L
885,Oregon,12-31,H,Oregon St.,W
886,Oregon,1-05,A,Colorado,L
887,Oregon,1-07,A,Utah,W
888,Oregon,1-12,H,Arizona St.,L
889,Oregon,1-14,H,Arizona,W
890,Oregon,1-18,A,California,W
891,Oregon,1-21,A,Stanford,L
892,Oregon,1-26,H,Colorado,W
893,Oregon,1-28,H,Utah,W
894,Oregon,2-02,A,Arizona,L
895,Oregon,2-04,A,Arizona St.,W
896,Oregon,2-09,H,USC,W
897,Oregon,2-11,H,UCLA,L
898,Oregon,2-15,A,Washington,L
899,Oregon,2-19,A,Washington St.,L
900,Oregon,2-25,A,Oregon St.,W
901,Oregon,3-02,H,California,W
902,Oregon,3-04,H,Stanford,W
903,Oregon,3-09,N,Washington St.,W
904,Oregon,3-10,N,UCLA,L
905,North Carolina St.,11-07,H,Austin Peay,W
906,North Carolina St.,11-11,H,Campbell,W
907,North Carolina St.,11-15,H,FIU,W
908,North Carolina St.,11-19,H,Elon,W
909,North Carolina St.,11-23,N,Kansas,L
910,North Carolina St.,11-24,N,Dayton,W
911,North Carolina St.,11-25,N,Butler,W
912,North Carolina St.,11-29,H,William & Mary,W
913,North Carolina St.,12-02,H,Pittsburgh,L
914,North Carolina St.,12-06,H,Coppin St.,W
915,North Carolina St.,12-10,A,Miami FL,L
916,North Carolina St.,12-13,H,Furman,W
917,North Carolina St.,12-17,N,Vanderbilt,W
918,North Carolina St.,12-22,H,Louisville,W
919,North Carolina St.,12-30,A,Clemson,L
920,North Carolina St.,1-04,H,Duke,W
921,North Carolina St.,1-07,A,Virginia Tech,W
922,North Carolina St.,1-14,H,Miami FL,W
923,North Carolina St.,1-17,A,Georgia Tech,W
924,North Carolina St.,1-21,A,North Carolina,L
925,North Carolina St.,1-24,H,Notre Dame,W
926,North Carolina St.,1-28,A,Wake Forest,W
927,North Carolina St.,2-01,H,Florida St.,W
928,North Carolina St.,2-04,H,Georgia Tech,W
929,North Carolina St.,2-07,A,Virginia,L
930,North Carolina St.,2-11,A,Boston College,W
931,North Carolina St.,2-14,A,Syracuse,L
932,North Carolina St.,2-19,H,North Carolina,W
933,North Carolina St.,2-22,H,Wake Forest,W
934,North Carolina St.,2-25,H,Clemson,L
935,North Carolina St.,2-28,A,Duke,L
936,North Carolina St.,3-08,N,Virginia Tech,W
937,North Carolina St.,3-09,N,Clemson,L
938,Virginia Tech,11-07,H,Delaware St.,W
939,Virginia Tech,11-10,H,Lehigh,W
940,Virginia Tech,11-13,H,William & Mary,W
941,Virginia Tech,11-17,N,Old Dominion,W
942,Virginia Tech,11-18,N,Penn St.,W
943,Virginia Tech,11-20,A,College of Charleston,L
944,Virginia Tech,11-25,H,Charleston Southern,W
945,Virginia Tech,11-28,H,Minnesota,W
946,Virginia Tech,12-04,H,North Carolina,W
947,Virginia Tech,12-07,H,Dayton,W
948,Virginia Tech,12-11,N,Oklahoma St.,W
949,Virginia Tech,12-17,H,Grambling St.,W
950,Virginia Tech,12-21,A,Boston College,L
951,Virginia Tech,12-31,A,Wake Forest,L
952,Virginia Tech,1-04,H,Clemson,L
953,Virginia Tech,1-07,H,North Carolina St.,L
954,Virginia Tech,1-11,A,Syracuse,L
955,Virginia Tech,1-18,A,Virginia,L
956,Virginia Tech,1-21,A,Clemson,L
957,Virginia Tech,1-23,H,Duke,W
958,Virginia Tech,1-28,H,Syracuse,W
959,Virginia Tech,1-31,A,Miami FL,L
960,Virginia Tech,2-04,H,Virginia,W
961,Virginia Tech,2-08,H,Boston College,L
962,Virginia Tech,2-11,A,Notre Dame,W
963,Virginia Tech,2-15,A,Georgia Tech,L
964,Virginia Tech,2-18,H,Pittsburgh,W
965,Virginia Tech,2-21,H,Miami FL,L
966,Virginia Tech,2-25,A,Duke,L
967,Virginia Tech,2-28,A,Louisville,W
968,Virginia Tech,3-04,H,Florida St.,W
969,Virginia Tech,3-07,N,Notre Dame,W
970,Virginia Tech,3-08,N,North Carolina St.,L
971,Virginia Tech,3-15,A,Cincinnati,L
972,Furman,11-07,H,North Greenville,W
973,Furman,11-11,H,Belmont,W
974,Furman,11-17,N,Penn St.,L
975,Furman,11-18,N,Old Dominion,L
976,Furman,11-20,N,South Carolina,W
977,Furman,11-25,H,Tusculum,W
978,Furman,11-29,A,Appalachian St.,W
979,Furman,12-03,H,South Carolina St.,W
980,Furman,12-06,H,High Point,L
981,Furman,12-10,H,Winthrop,W
982,Furman,12-13,A,North Carolina St.,L
983,Furman,12-17,N,Stephen F. Austin,W
984,Furman,12-19,H,Anderson SC,W
985,Furman,12-29,H,VMI,W
986,Furman,12-31,A,Western Carolina,L
987,Furman,1-04,H,The Citadel,W
988,Furman,1-07,A,East Tennessee St.,W
989,Furman,1-11,A,Mercer,W
990,Furman,1-14,H,UNC Greensboro,L
991,Furman,1-18,A,Chattanooga,W
992,Furman,1-22,A,Wofford,W
993,Furman,1-25,H,Samford,W
994,Furman,1-29,A,UNC Greensboro,W
995,Furman,2-01,H,Chattanooga,W
996,Furman,2-04,H,Wofford,W
997,Furman,2-08,A,VMI,W
998,Furman,2-11,H,Western Carolina,W
999,Furman,2-15,A,The Citadel,L
1000,Furman,2-19,H,East Tennessee St.,W
1001,Furman,2-22,H,Mercer,W
1002,Furman,2-25,A,Samford,W
1003,Furman,3-04,N,Mercer,W
1004,Furman,3-05,N,Western Carolina,W
1005,Furman,3-06,N,Chattanooga,W
1006,Pittsburgh,11-07,H,Tennessee Martin,W
1007,Pittsburgh,11-11,H,West Virginia,L
1008,Pittsburgh,11-16,N,Michigan,L
1009,Pittsburgh,11-17,N,VCU,L
1010,Pittsburgh,11-20,H,Alabama St.,W
1011,Pittsburgh,11-22,H,Fairleigh Dickinson,W
1012,Pittsburgh,11-25,H,William & Mary,W
1013,Pittsburgh,11-28,A,Northwestern,W
1014,Pittsburgh,12-02,A,North Carolina St.,W
1015,Pittsburgh,12-07,A,Vanderbilt,L
1016,Pittsburgh,12-10,H,Sacred Heart,W
1017,Pittsburgh,12-17,H,North Florida,W
1018,Pittsburgh,12-20,A,Syracuse,W
1019,Pittsburgh,12-30,H,North Carolina,W
1020,Pittsburgh,1-03,H,Virginia,W
1021,Pittsburgh,1-07,H,Clemson,L
1022,Pittsburgh,1-11,A,Duke,L
1023,Pittsburgh,1-14,A,Georgia Tech,W
1024,Pittsburgh,1-18,A,Louisville,W
1025,Pittsburgh,1-21,H,Florida St.,L
1026,Pittsburgh,1-25,H,Wake Forest,W
1027,Pittsburgh,1-28,H,Miami FL,W
1028,Pittsburgh,2-01,A,North Carolina,W
1029,Pittsburgh,2-07,H,Louisville,W
1030,Pittsburgh,2-11,A,Florida St.,W
1031,Pittsburgh,2-14,H,Boston College,W
1032,Pittsburgh,2-18,A,Virginia Tech,L
1033,Pittsburgh,2-21,H,Georgia Tech,W
1034,Pittsburgh,2-25,H,Syracuse,W
1035,Pittsburgh,3-01,A,Notre Dame,L
1036,Pittsburgh,3-04,A,Miami FL,L
1037,Pittsburgh,3-08,N,Georgia Tech,W
1038,Pittsburgh,3-09,N,Duke,L
1039,Pittsburgh,3-14,N,Mississippi St.,W
1040,UCLA,11-07,H,Sacramento St.,W
1041,UCLA,11-11,H,Long Beach St.,W
1042,UCLA,11-14,H,Norfolk St.,W
1043,UCLA,11-18,N,Illinois,L
1044,UCLA,11-20,N,Baylor,L
1045,UCLA,11-23,H,Pepperdine,W
1046,UCLA,11-27,H,Bellarmine,W
1047,UCLA,12-01,A,Stanford,W
1048,UCLA,12-04,H,Oregon,W
1049,UCLA,12-10,H,Denver,W
1050,UCLA,12-14,A,Maryland,W
1051,UCLA,12-17,N,Kentucky,W
1052,UCLA,12-21,H,UC Davis,W
1053,UCLA,12-30,A,Washington St.,W
1054,UCLA,1-01,A,Washington,W
1055,UCLA,1-05,H,USC,W
1056,UCLA,1-12,H,Utah,W
1057,UCLA,1-14,H,Colorado,W
1058,UCLA,1-19,A,Arizona St.,W
1059,UCLA,1-21,A,Arizona,L
1060,UCLA,1-26,A,USC,L
1061,UCLA,2-02,H,Washington,W
1062,UCLA,2-04,H,Washington St.,W
1063,UCLA,2-09,A,Oregon St.,W
1064,UCLA,2-11,A,Oregon,W
1065,UCLA,2-16,H,Stanford,W
1066,UCLA,2-18,H,California,W
1067,UCLA,2-23,A,Utah,W
1068,UCLA,2-26,A,Colorado,W
1069,UCLA,3-02,H,Arizona St.,W
1070,UCLA,3-04,H,Arizona,W
1071,UCLA,3-09,N,Colorado,W
1072,UCLA,3-10,N,Oregon,W
1073,UCLA,3-11,N,Arizona,L
1074,Kansas,11-07,H,Nebraska Omaha,W
1075,Kansas,11-10,H,North Dakota St.,W
1076,Kansas,11-15,N,Duke,W
1077,Kansas,11-18,H,Southern Utah,W
1078,Kansas,11-23,N,North Carolina St.,W
1079,Kansas,11-24,N,Wisconsin,W
1080,Kansas,11-25,N,Tennessee,L
1081,Kansas,11-28,H,Texas Southern,W
1082,Kansas,12-01,H,Seton Hall,W
1083,Kansas,12-10,A,Missouri,W
1084,Kansas,12-17,H,Indiana,W
1085,Kansas,12-22,H,Harvard,W
1086,Kansas,12-31,H,Oklahoma St.,W
1087,Kansas,1-03,A,Texas Tech,W
1088,Kansas,1-07,A,West Virginia,W
1089,Kansas,1-10,H,Oklahoma,W
1090,Kansas,1-14,H,Iowa St.,W
1091,Kansas,1-17,A,Kansas St.,L
1092,Kansas,1-21,H,TCU,L
1093,Kansas,1-23,A,Baylor,L
1094,Kansas,1-28,A,Kentucky,W
1095,Kansas,1-31,H,Kansas St.,W
1096,Kansas,2-04,A,Iowa St.,L
1097,Kansas,2-06,H,Texas,W
1098,Kansas,2-11,A,Oklahoma,W
1099,Kansas,2-14,A,Oklahoma St.,W
1100,Kansas,2-18,H,Baylor,W
1101,Kansas,2-20,A,TCU,W
1102,Kansas,2-25,H,West Virginia,W
1103,Kansas,2-28,H,Texas Tech,W
1104,Kansas,3-04,A,Texas,L
1105,Kansas,3-09,N,West Virginia,W
1106,Kansas,3-10,N,Iowa St.,W
1107,Kansas,3-11,N,Texas,L
1108,Oral Roberts,11-07,A,Saint Mary's,L
1109,Oral Roberts,11-11,H,John Brown,W
1110,Oral Roberts,11-14,A,Houston,L
1111,Oral Roberts,11-15,A,Texas Southern,W
1112,Oral Roberts,11-19,H,Okla. Baptist,W
1113,Oral Roberts,11-22,A,Utah St.,L
1114,Oral Roberts,11-27,H,Rogers St.,W
1115,Oral Roberts,11-29,H,Ozark Christian,W
1116,Oral Roberts,12-03,A,Tulsa,W
1117,Oral Roberts,12-10,H,Central Arkansas,W
1118,Oral Roberts,12-12,H,Liberty,W
1119,Oral Roberts,12-16,H,Missouri St.,W
1120,Oral Roberts,12-19,H,South Dakota St.,W
1121,Oral Roberts,12-29,A,Nebraska Omaha,W
1122,Oral Roberts,12-31,A,Denver,W
1123,Oral Roberts,1-07,H,UMKC,W
1124,Oral Roberts,1-09,A,New Mexico,L
1125,Oral Roberts,1-12,H,Western Illinois,W
1126,Oral Roberts,1-14,H,St. Thomas,W
1127,Oral Roberts,1-19,A,North Dakota St.,W
1128,Oral Roberts,1-21,A,North Dakota,W
1129,Oral Roberts,1-26,H,Denver,W
1130,Oral Roberts,1-28,H,Nebraska Omaha,W
1131,Oral Roberts,1-30,H,South Dakota,W
1132,Oral Roberts,2-04,A,UMKC,W
1133,Oral Roberts,2-09,A,St. Thomas,W
1134,Oral Roberts,2-11,A,Western Illinois,W
1135,Oral Roberts,2-16,H,North Dakota,W
1136,Oral Roberts,2-18,H,North Dakota St.,W
1137,Oral Roberts,2-23,A,South Dakota,W
1138,Oral Roberts,2-25,A,South Dakota St.,W
1139,Oral Roberts,3-04,N,North Dakota,W
1140,Oral Roberts,3-06,N,St. Thomas,W
1141,Oral Roberts,3-07,N,North Dakota St.,W
1142,Indiana,11-07,H,Morehead St.,W
1143,Indiana,11-10,H,Bethune Cookman,W
1144,Indiana,11-18,A,Xavier,W
1145,Indiana,11-20,N,Miami OH,W
1146,Indiana,11-23,H,Little Rock,W
1147,Indiana,11-25,H,Jackson St.,W
1148,Indiana,11-30,H,North Carolina,W
1149,Indiana,12-03,A,Rutgers,L
1150,Indiana,12-07,H,Nebraska,W
1151,Indiana,12-10,N,Arizona,L
1152,Indiana,12-17,A,Kansas,L
1153,Indiana,12-20,H,Elon,W
1154,Indiana,12-23,H,Kennesaw St.,W
1155,Indiana,1-05,A,Iowa,L
1156,Indiana,1-08,H,Northwestern,L
1157,Indiana,1-11,A,Penn St.,L
1158,Indiana,1-14,H,Wisconsin,W
1159,Indiana,1-19,A,Illinois,W
1160,Indiana,1-22,H,Michigan St.,W
1161,Indiana,1-25,A,Minnesota,W
1162,Indiana,1-28,H,Ohio St.,W
1163,Indiana,1-31,A,Maryland,L
1164,Indiana,2-04,H,Purdue,W
1165,Indiana,2-07,H,Rutgers,W
1166,Indiana,2-11,A,Michigan,W
1167,Indiana,2-15,A,Northwestern,L
1168,Indiana,2-18,H,Illinois,W
1169,Indiana,2-21,A,Michigan St.,L
1170,Indiana,2-25,A,Purdue,W
1171,Indiana,2-28,H,Iowa,L
1172,Indiana,3-05,H,Michigan,W
1173,Indiana,3-10,N,Maryland,W
1174,Indiana,3-11,N,Penn St.,L
1175,Maryland,11-07,H,Niagara,W
1176,Maryland,11-10,H,Western Carolina,W
1177,Maryland,11-15,H,Binghamton,W
1178,Maryland,11-19,N,Saint Louis,W
1179,Maryland,11-20,N,Miami FL,W
1180,Maryland,11-25,H,Coppin St.,W
1181,Maryland,11-29,A,Louisville,W
1182,Maryland,12-02,H,Illinois,W
1183,Maryland,12-06,A,Wisconsin,L
1184,Maryland,12-11,N,Tennessee,L
1185,Maryland,12-14,H,UCLA,L
1186,Maryland,12-22,H,Saint Peter's,W
1187,Maryland,12-29,H,UMBC,W
1188,Maryland,1-01,A,Michigan,L
1189,Maryland,1-05,A,Rutgers,L
1190,Maryland,1-08,H,Ohio St.,W
1191,Maryland,1-15,A,Iowa,L
1192,Maryland,1-19,H,Michigan,W
1193,Maryland,1-22,A,Purdue,L
1194,Maryland,1-25,H,Wisconsin,W
1195,Maryland,1-28,H,Nebraska,W
1196,Maryland,1-31,H,Indiana,W
1197,Maryland,2-04,A,Minnesota,W
1198,Maryland,2-07,A,Michigan St.,L
1199,Maryland,2-11,H,Penn St.,W
1200,Maryland,2-16,H,Purdue,W
1201,Maryland,2-19,A,Nebraska,L
1202,Maryland,2-22,H,Minnesota,W
1203,Maryland,2-26,H,Northwestern,W
1204,Maryland,3-01,A,Ohio St.,L
1205,Maryland,3-05,A,Penn St.,L
1206,Maryland,3-09,N,Minnesota,W
1207,Maryland,3-10,N,Indiana,L
1208,Saint Mary's,11-07,H,Oral Roberts,W
1209,Saint Mary's,11-10,H,Vermont,W
1210,Saint Mary's,11-13,H,North Texas,W
1211,Saint Mary's,11-16,H,Southern,W
1212,Saint Mary's,11-19,H,Hofstra,W
1213,Saint Mary's,11-23,N,Vanderbilt,W
1214,Saint Mary's,11-24,N,Washington,L
1215,Saint Mary's,11-30,H,New Mexico,L
1216,Saint Mary's,12-03,N,Houston,L
1217,Saint Mary's,12-07,H,Missouri St.,W
1218,Saint Mary's,12-10,N,San Diego St.,W
1219,Saint Mary's,12-14,H,New Mexico St.,W
1220,Saint Mary's,12-18,H,Colorado St.,L
1221,Saint Mary's,12-21,N,Wyoming,W
1222,Saint Mary's,12-29,H,San Diego,W
1223,Saint Mary's,12-31,A,Santa Clara,W
1224,Saint Mary's,1-03,H,Academy of Art,W
1225,Saint Mary's,1-07,H,Portland,W
1226,Saint Mary's,1-12,H,Loyola Marymount,W
1227,Saint Mary's,1-14,A,San Francisco,W
1228,Saint Mary's,1-19,A,Pepperdine,W
1229,Saint Mary's,1-21,H,Santa Clara,W
1230,Saint Mary's,1-28,A,BYU,W
1231,Saint Mary's,2-02,H,San Francisco,W
1232,Saint Mary's,2-04,H,Gonzaga,W
1233,Saint Mary's,2-09,A,Loyola Marymount,L
1234,Saint Mary's,2-11,A,Portland,W
1235,Saint Mary's,2-16,A,San Diego,W
1236,Saint Mary's,2-18,H,BYU,W
1237,Saint Mary's,2-23,H,Pacific,W
1238,Saint Mary's,2-25,A,Gonzaga,L
1239,Saint Mary's,3-06,N,BYU,W
1240,Saint Mary's,3-07,N,Gonzaga,L
1241,Auburn,11-07,H,George Mason,W
1242,Auburn,11-11,H,South Florida,W
1243,Auburn,11-15,H,Winthrop,W
1244,Auburn,11-18,H,Texas Southern,W
1245,Auburn,11-22,N,Bradley,W
1246,Auburn,11-23,N,Northwestern,W
1247,Auburn,11-27,H,Saint Louis,W
1248,Auburn,12-02,H,Colgate,W
1249,Auburn,12-10,N,Memphis,L
1250,Auburn,12-14,H,Georgia St.,W
1251,Auburn,12-18,A,USC,L
1252,Auburn,12-21,A,Washington,W
1253,Auburn,12-28,H,Florida,W
1254,Auburn,1-04,A,Georgia,L
1255,Auburn,1-07,H,Arkansas,W
1256,Auburn,1-10,A,Mississippi,W
1257,Auburn,1-14,H,Mississippi St.,W
1258,Auburn,1-18,A,LSU,W
1259,Auburn,1-21,A,South Carolina,W
1260,Auburn,1-25,H,Texas A&M,L
1261,Auburn,1-28,A,West Virginia,L
1262,Auburn,2-01,H,Georgia,W
1263,Auburn,2-04,A,Tennessee,L
1264,Auburn,2-07,A,Texas A&M,L
1265,Auburn,2-11,H,Alabama,L
1266,Auburn,2-14,H,Missouri,W
1267,Auburn,2-18,A,Vanderbilt,L
1268,Auburn,2-22,H,Mississippi,W
1269,Auburn,2-25,A,Kentucky,L
1270,Auburn,3-01,A,Alabama,L
1271,Auburn,3-04,H,Tennessee,W
1272,Auburn,3-09,N,Arkansas,L
1273,Michigan St.,11-07,H,Northern Arizona,W
1274,Michigan St.,11-11,N,Gonzaga,L
